epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_f1,run,variant,val_total_grids,val_total_cells
46,0.0,0.72765473,0.30050969,0.57022359,0.17295632,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
47,0.0,0.72551845,0.29688133,0.57636072,0.17457269,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
48,0.0,0.71794071,0.30387523,0.56318179,0.1662754,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
49,0.0,0.72651605,0.29608075,0.57336968,0.17405342,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
50,0.0,0.71532074,0.29276253,0.58122717,0.17219755,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
51,0.0,0.72718112,0.2986221,0.56487294,0.1722348,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
52,0.0,0.72429916,0.29374155,0.58294448,0.17437477,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
53,0.0,0.72581068,0.29634188,0.57479698,0.17302989,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
54,0.0,0.71797094,0.295392,0.57549856,0.17154949,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
55,0.0,0.72067152,0.30075603,0.57505048,0.16823161,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
56,0.0,0.72721135,0.29837961,0.57482628,0.17416207,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
57,0.0,0.72912594,0.29796901,0.56878825,0.17336835,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
58,0.0,0.72537738,0.29698154,0.56816435,0.17309152,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
59,0.0,0.72607267,0.29709013,0.571849,0.17383895,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
60,0.0,0.7245007,0.29891881,0.56052267,0.17149572,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
61,0.0,0.72854149,0.2950774,0.58438792,0.17447762,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
62,0.0,0.72539753,0.30145094,0.56543145,0.17059692,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
63,0.0,0.73179629,0.3004055,0.57360213,0.17455471,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
64,0.0,0.72941817,0.29942196,0.56536904,0.1724963,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
65,0.0,0.72809811,0.29860726,0.56770957,0.17286987,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
66,0.0,0.72205204,0.30078628,0.56494468,0.17069397,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
67,0.0,0.72437977,0.29451265,0.57619592,0.17342308,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
68,0.0,0.72243495,0.29763249,0.56832617,0.17220872,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
69,0.0,0.72625406,0.29569664,0.57461679,0.17443412,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
70,0.0,0.72585098,0.29759855,0.57147475,0.17220583,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
71,0.0,0.72671759,0.2982041,0.57093815,0.17274212,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
72,0.0,0.72586106,0.29913214,0.56767464,0.17195245,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
73,0.0,0.72632459,0.29304725,0.58240824,0.17418659,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
74,0.0,0.72839033,0.30592052,0.56078184,0.16970778,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
75,0.0,0.72671759,0.30230134,0.56585812,0.16877839,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
76,0.0,0.72518592,0.30223203,0.56527326,0.16904957,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
77,0.0,0.72433947,0.30039415,0.5688524,0.16910473,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
78,0.0,0.72757411,0.29870927,0.57440471,0.17261883,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
79,0.0,0.72447046,0.30189293,0.56336456,0.16858695,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
80,0.0,0.73295512,0.30034588,0.57179391,0.17331489,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
81,0.0,0.73674399,0.30161213,0.57124819,0.17511993,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
82,0.0,0.72925694,0.30077026,0.56670013,0.17189773,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
83,0.0,0.72906548,0.30232252,0.5676396,0.17019415,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
84,0.0,0.72353332,0.29581481,0.58555844,0.1719292,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
85,0.0,0.72470223,0.28863466,0.5919383,0.17492367,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
86,0.0,0.72816865,0.30354299,0.56396997,0.16712578,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
87,0.0,0.72713074,0.29439926,0.58036992,0.17230001,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
88,0.0,0.72722143,0.29760408,0.57485217,0.17157789,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
89,0.0,0.72630444,0.29787416,0.57674018,0.17078123,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
90,0.0,0.7297507,0.2959668,0.58100076,0.17361697,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
91,0.0,0.72614321,0.29227146,0.58713814,0.175093,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
92,0.0,0.72578045,0.30119743,0.56733474,0.16901633,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
93,0.0,0.72717104,0.29792818,0.57552572,0.17082138,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
94,0.0,0.72557891,0.29994373,0.56702809,0.16830322,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
95,0.0,0.72448054,0.29903827,0.56951009,0.1683604,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
96,0.0,0.73128237,0.2982546,0.58743216,0.17379576,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
97,0.0,0.72221327,0.30341573,0.56722079,0.16688262,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
98,0.0,0.72430924,0.30206605,0.56942709,0.166163,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
99,0.0,0.72083275,0.29748502,0.57815626,0.16628391,exp3_champion_arc-agi-2_s309_csv,exp3_champion_arc-agi-2_s309_csv,358,99238
0,0.0,0.13848013,0.03724846,0.9148217,0.06116896,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,64,14067
0,0.0,0.13848013,0.03724846,0.9148217,0.06116896,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
0,0.0,0.72653621,0.28765504,0.59783372,0.18197309,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,64,14067
0,0.0,0.72653621,0.28765504,0.59783372,0.18197309,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
1,0.0,0.72404724,0.29092562,0.58827288,0.17774481,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
2,0.0,0.72214273,0.29041435,0.57996725,0.17634572,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
3,0.0,0.72739273,0.29681798,0.57909623,0.17597291,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
4,0.0,0.72350309,0.30394215,0.55952711,0.16819514,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
5,0.0,0.72361394,0.307265,0.55120586,0.16679452,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
6,0.0,0.72757411,0.29480589,0.58819956,0.17651242,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
7,0.0,0.73329773,0.29947782,0.5818389,0.17809827,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
8,0.0,0.71890808,0.29608088,0.58107424,0.17268706,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
9,0.0,0.72655636,0.3057897,0.55083074,0.16951424,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
10,0.0,0.72676797,0.30478791,0.55879331,0.16945602,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
11,0.0,0.72462162,0.30474165,0.55745165,0.17005279,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
12,0.0,0.71659042,0.3004955,0.57434812,0.16676436,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
13,0.0,0.72346279,0.29699448,0.58263701,0.17479401,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
14,0.0,0.72512546,0.2991959,0.56363584,0.17094144,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
15,0.0,0.72760435,0.29568247,0.57511945,0.17586036,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
16,0.0,0.72984139,0.29708333,0.57530641,0.17637828,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
17,0.0,0.7277555,0.29971677,0.56194487,0.17290857,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
18,0.0,0.71922046,0.29807831,0.58163893,0.16876712,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
19,0.0,0.71893831,0.29652,0.57219486,0.16899959,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
20,0.0,0.71785002,0.29965557,0.56644759,0.16631627,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
21,0.0,0.72428908,0.30110993,0.5686812,0.17182672,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
22,0.0,0.72760435,0.2998941,0.57717747,0.17438376,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
23,0.0,0.72689897,0.29952358,0.57561904,0.17377883,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
24,0.0,0.71223725,0.29763846,0.57894017,0.16891875,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
25,0.0,0.72422862,0.29760913,0.57464695,0.16977187,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
26,0.0,0.72369455,0.29111761,0.58830059,0.17781513,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
27,0.0,0.72153812,0.29572736,0.57529533,0.17202619,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
28,0.0,0.7229791,0.30069686,0.565825,0.17001284,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
29,0.0,0.72611298,0.30083983,0.56931008,0.17158129,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
30,0.0,0.72163889,0.30272327,0.55499232,0.16748338,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
31,0.0,0.71344646,0.30154891,0.55558163,0.16323145,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
32,0.0,0.72105443,0.30034883,0.55975476,0.16933909,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
33,0.0,0.72233419,0.30282985,0.5536533,0.16859247,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
34,0.0,0.72507507,0.30217961,0.56510741,0.16951533,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
35,0.0,0.72278764,0.30350248,0.56030755,0.16808741,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
36,0.0,0.71812209,0.30362655,0.562327,0.1657019,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
37,0.0,0.72667728,0.29685927,0.58929495,0.17482052,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
38,0.0,0.71911969,0.29702287,0.56934249,0.16974421,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
39,0.0,0.72218303,0.30435694,0.55682704,0.16715819,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
40,0.0,0.72556883,0.30260302,0.56487102,0.16973239,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
41,0.0,0.72418831,0.30463487,0.55822827,0.16802095,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
42,0.0,0.71884762,0.30332865,0.56844533,0.16661278,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
43,0.0,0.72390616,0.30227752,0.56444731,0.16694021,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
44,0.0,0.72155827,0.29987071,0.57192799,0.17003146,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
45,0.0,0.72283803,0.29677272,0.58661016,0.17403858,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
46,0.0,0.72474254,0.29874691,0.57642496,0.17401126,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
47,0.0,0.72300933,0.30019496,0.57218406,0.17194583,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
48,0.0,0.72366432,0.29776283,0.578113,0.17326601,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
49,0.0,0.72024829,0.29937563,0.57774148,0.16818062,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
50,0.0,0.72159858,0.30355688,0.55748921,0.16637995,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
51,0.0,0.71858562,0.30355252,0.56437814,0.16690911,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
52,0.0,0.7205909,0.30457694,0.56637988,0.16604787,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
53,0.0,0.72073198,0.30563191,0.5619133,0.16511009,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
54,0.0,0.71964368,0.29829356,0.57380613,0.17310634,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
55,0.0,0.71886777,0.3013785,0.55706163,0.16599221,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
56,0.0,0.71324493,0.30403795,0.55523552,0.16314275,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
57,0.0,0.71873677,0.30100614,0.56845869,0.16755747,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
58,0.0,0.7185957,0.29955179,0.57128318,0.16732764,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
59,0.0,0.71828332,0.30072398,0.56370584,0.16637227,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
60,0.0,0.71991576,0.29881871,0.5713485,0.16863172,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
61,0.0,0.72145751,0.296248,0.58594029,0.1735048,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
62,0.0,0.71508898,0.30493205,0.55597305,0.16295694,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
63,0.0,0.72242488,0.30456032,0.56082771,0.16591165,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
64,0.0,0.72073198,0.30768335,0.55425218,0.16219254,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
65,0.0,0.71783994,0.30697252,0.55078947,0.16153807,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
66,0.0,0.70439751,0.30655491,0.53516962,0.1540645,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
67,0.0,0.71448437,0.30183914,0.55752439,0.16276994,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
68,0.0,0.72386586,0.30619319,0.55878631,0.16632268,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
69,0.0,0.71526028,0.30666889,0.54638855,0.1600007,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
70,0.0,0.71583466,0.30690176,0.54479072,0.15930434,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
71,0.0,0.71436345,0.30528398,0.54842398,0.15929431,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
72,0.0,0.7095669,0.30559108,0.54918033,0.15767501,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
73,0.0,0.71773917,0.30704367,0.55968895,0.16232023,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
74,0.0,0.71866624,0.30737986,0.55722881,0.16422304,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
75,0.0,0.71682219,0.30942096,0.55118359,0.16049648,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
76,0.0,0.71504867,0.30826253,0.55411145,0.15950967,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
77,0.0,0.71423245,0.30715204,0.55523536,0.16009758,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
78,0.0,0.71096757,0.30656225,0.55764918,0.15807317,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
79,0.0,0.7267579,0.30581567,0.56643933,0.16780017,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
80,0.0,0.72614321,0.30421087,0.57061127,0.16689984,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
81,0.0,0.72127612,0.3077908,0.55723684,0.16294342,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
82,0.0,0.71897862,0.30961644,0.54910234,0.15925526,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
83,0.0,0.71748725,0.30979509,0.54832276,0.15886679,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
84,0.0,0.70819646,0.30729108,0.55090952,0.15715196,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
85,0.0,0.71779963,0.30551394,0.54483506,0.16303959,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
86,0.0,0.71089704,0.30459114,0.55074734,0.16118144,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
87,0.0,0.71501844,0.30854732,0.54679582,0.15790799,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
88,0.0,0.71712449,0.30560379,0.55769163,0.16142762,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
89,0.0,0.71879723,0.30630166,0.5542264,0.16162848,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
90,0.0,0.71049396,0.30657094,0.54731224,0.15499419,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
91,0.0,0.71591527,0.30013236,0.56127574,0.16553748,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
92,0.0,0.70290614,0.30611304,0.54822543,0.15546359,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
93,0.0,0.71119934,0.31158726,0.54293961,0.15571206,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
94,0.0,0.70794454,0.30917282,0.54792741,0.1558,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
95,0.0,0.71020174,0.30904059,0.55201632,0.15678097,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
96,0.0,0.7104335,0.3032013,0.55659346,0.16118513,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
97,0.0,0.71358754,0.30711569,0.54843524,0.15828056,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
98,0.0,0.71536105,0.30368905,0.55747354,0.16149037,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
99,0.0,0.71563312,0.30526973,0.55417132,0.16178228,exp3_champion_arc-agi-2_s310_csv,exp3_champion_arc-agi-2_s310_csv,358,99238
0,0.0,0.05950096,0.0332258,0.93929517,0.02092048,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,64,14067
0,0.0,0.05950096,0.0332258,0.93929517,0.02092048,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
0,0.0,0.7218505,0.30481401,0.55473846,0.1633587,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,64,14067
0,0.0,0.7218505,0.30481401,0.55473846,0.1633587,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
1,0.0,0.72101413,0.30065443,0.56636043,0.17149531,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
2,0.0,0.72514561,0.29225514,0.60024449,0.17880422,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
3,0.0,0.724803,0.30918587,0.54557879,0.16605809,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
4,0.0,0.72339225,0.30928049,0.55589804,0.16653952,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
5,0.0,0.725065,0.3085907,0.55031155,0.16768886,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
6,0.0,0.71457506,0.2996658,0.57107162,0.16990944,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
7,0.0,0.72500453,0.30206678,0.5749531,0.17393884,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
8,0.0,0.72615329,0.30620584,0.55450451,0.16969409,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
9,0.0,0.72529676,0.30375278,0.5645732,0.17074513,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
10,0.0,0.72474254,0.30705468,0.54704167,0.16737037,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
11,0.0,0.72724158,0.30754455,0.5527095,0.16871012,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
12,0.0,0.72534715,0.30711753,0.55976585,0.1676716,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
13,0.0,0.72257603,0.3028496,0.56124258,0.16641982,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
14,0.0,0.7294484,0.29834942,0.57590905,0.17515023,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
15,0.0,0.72671759,0.29964977,0.56295647,0.17230289,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
16,0.0,0.72802757,0.29741547,0.56906856,0.17537034,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
17,0.0,0.72869264,0.29980679,0.56574279,0.17322345,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
18,0.0,0.72301941,0.30569536,0.55504687,0.16561278,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
19,0.0,0.7143836,0.30712307,0.54378474,0.16373222,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
20,0.0,0.72801749,0.30121735,0.57155173,0.17394123,exp3_champion_arc-agi-2_s311_csv,exp3_champion_arc-agi-2_s311_csv,358,99238
